ROI,DELTA,THETA,ALPHA,BETA,GAMMA,HIGH GAMMA,total_avg
G_parietal_sup R,0.6969632400028536,0.7612094145861474,0.8149075205514522,0.7637461077257639,0.7929859366167736,0.8206033756919094,0.7750692658624834
G_postcentral L,0.6271247567252448,0.7642004016411148,0.8221536935038974,0.6743154872135454,0.6195531408890937,0.7453853499552727,0.7087888049880281
G_postcentral R,0.6214119569472594,0.6830119605880505,0.8410743678907924,0.6457472645150163,0.6485702929914142,0.7072376439462402,0.691175581146462
G_precentral L,0.601219923560697,0.6752160713423976,0.8196231943467888,0.6804280333712033,0.49808348161726473,0.6740606896899066,0.6581052323213763
G_precentral R,0.648201544500341,0.701155785263412,0.7795435150684644,0.6559900148751827,0.6767048658573938,0.7614070773207691,0.7038338004809273
G_precuneus L,0.546717085829007,0.7222535493254117,0.8628089050951504,0.8041530305203147,0.8309297455525364,0.7716088665879081,0.756411863818388
G_precuneus R,0.4690667187772456,0.5450799839057066,0.8031175754046658,0.732896397724219,0.7313162217684377,0.6783896921137665,0.6599777649490068
G_rectus L,0.4006199939375171,0.49380711148278345,0.49370180177576267,0.34205810902899414,0.6407537914711064,0.7269175531936771,0.5163097268149736
G_rectus R,0.39506036203415007,0.44077902249622014,0.4537079095269287,0.4456841085631973,0.5946171357286137,0.6727990208885152,0.5004412598729375
G_subcallosal L,0.4852660801071469,0.5394529209990666,0.6344928835824358,0.5971225149052296,0.7730169788662792,0.7764042077529922,0.6342925977021917
G_subcallosal R,0.538027986301822,0.5835464067451408,0.660153459167333,0.5635202848784298,0.7673538551425055,0.7250082443254616,0.6396017060934488
G_temp_sup-G_T_transv L,0.570579075691974,0.8222225064467086,0.8274107519587993,0.7731098392176808,0.831649123276688,0.7515590356701431,0.762755055376999
G_temp_sup-G_T_transv R,0.434064764031195,0.43644782759505196,0.7878824457454675,0.6550493286675508,0.6828349623644936,0.5354791077490993,0.5886264060254763
G_temp_sup-Lateral L,0.4488489787569845,0.6531747280839242,0.8222958334563174,0.6421105015914522,0.7459609425448196,0.776754683170884,0.6815242779340637
G_temp_sup-Lateral R,0.4440830108048553,0.5305057299039437,0.8346957298525739,0.6232479514845731,0.660587162544167,0.591650032313187,0.6141282694838833
G_temp_sup-Plan_polar L,0.5295336148406443,0.6913446272101806,0.8096578378243591,0.6690040012143122,0.700601269794776,0.7027576329081054,0.6838164972987296
G_temp_sup-Plan_polar R,0.5165048946251596,0.6063535476119936,0.7885637653073759,0.6543414747440812,0.7927600079996694,0.7282587060818867,0.6811303993950277
G_temp_sup-Plan_tempo L,0.6119442061113104,0.7392000389246578,0.8540211669076652,0.8322360796234409,0.8300894700947403,0.8250585692625415,0.7820915884873926
G_temp_sup-Plan_tempo R,0.4702664092333905,0.6627475849737513,0.8496906956464552,0.6930614967917968,0.6978480526028253,0.6924419685847976,0.6776760346388361
G_temporal_inf L,0.5504029439323791,0.7658191709139934,0.8478701004256164,0.7328060406248467,0.7861006093399092,0.7760711905145139,0.7431783426252098
G_temporal_inf R,0.4663903488631698,0.505056512052955,0.7633748663610388,0.5924251208674738,0.6620413012456675,0.4847206065972099,0.5790014593312525
G_temporal_middle L,0.6303829005484983,0.7799113990664147,0.8073774471770949,0.6747191232216252,0.7133482669466134,0.6667126010012473,0.712075289660249
G_temporal_middle R,0.435428066280827,0.6102943296304096,0.8296236804480562,0.6079491042784294,0.7255798095229944,0.6174534582476948,0.6377214080680685
Lat_Fis-ant-Horizont L,0.6709223017630688,0.6788817918615682,0.6136678625034397,0.712334627680891,0.7197600769842001,0.770834017942612,0.6944001131226298
Lat_Fis-ant-Horizont R,0.655780104825535,0.6918256418380733,0.7402152428161963,0.7277565788680754,0.7742382341620149,0.8162347003511568,0.7343417504768418
Lat_Fis-ant-Vertical L,0.6800364838064554,0.7708291704398114,0.7855014754604988,0.7386753526580269,0.7454192558305925,0.8501959864853498,0.7617762874467892
Lat_Fis-ant-Vertical R,0.7693064841471036,0.8191042689645455,0.8383030780917693,0.7476700109908605,0.7857662155055966,0.8516743101374858,0.8019707279728935
Lat_Fis-post L,0.3637094959820258,0.6003227648510195,0.8467885215277565,0.7396373736369148,0.6245711950564091,0.4269788861291962,0.6003347061972204
Lat_Fis-post R,0.5355294525259542,0.6775741627317502,0.7160031562878568,0.655889050080502,0.6798053818061411,0.49390281411385945,0.6264506695910107
Pole_occipital L,0.5867338328159128,0.5165190949365909,0.686317633038348,0.48431151472747835,0.5629504934973506,0.6541545596664846,0.5818311881136942
Pole_occipital R,0.6200616965268302,0.5960281835062405,0.744014692355389,0.49978339558794654,0.691872171859793,0.742401998887606,0.6490270231206342
Pole_temporal L,0.3972917412387763,0.529620664893213,0.6806891221842886,0.43230525179158624,0.558819084697923,0.6044892255892959,0.5338691817325139
Pole_temporal R,0.4414916741453069,0.5115847352295451,0.6884443010549144,0.4066492211461343,0.5690698799558455,0.5791097361181632,0.5327249246083182
S_calcarine L,0.46420508680522715,0.6261462053925974,0.8098362698859495,0.7163845311154139,0.667575754513852,0.4467210437889957,0.621811481917006
S_calcarine R,0.5794434016359911,0.6296422578319436,0.8044889641645246,0.7280969819754858,0.7767391532987862,0.6028987397188054,0.6868849164375894
S_central L,0.5216655104490068,0.6816423805596707,0.8523857423159662,0.7051110945050105,0.6572102306184269,0.4784640471700813,0.6494131676030271
S_central R,0.5034524628576034,0.6289291644025381,0.790593113810183,0.7313701200372962,0.6859797319042276,0.5898649266997684,0.6550315866186028
S_cingul-Marginalis L,0.5218860401615696,0.7645139907189703,0.8874285091891301,0.7931155379562097,0.784917340212073,0.7714945973383849,0.7538926692627229
S_cingul-Marginalis R,0.6754634100216735,0.8109555034472338,0.8748640674394578,0.7401606952385703,0.705754912262538,0.7467790311395014,0.758996269924829
S_circular_insula_ant L,0.5682801624967679,0.6213807172803222,0.6643716621530735,0.602001498204182,0.7849408138078893,0.7899317461488303,0.6718177666818442
S_circular_insula_ant R,0.5917297718164194,0.5793244771869117,0.5491655300944293,0.5872583951419483,0.654364411406154,0.6085740240574598,0.5950694349505538
S_circular_insula_inf L,0.5527282916423621,0.7806639784116777,0.8052871835744331,0.6441463151369097,0.7865819999222914,0.8006155687320556,0.7283372229032884
S_circular_insula_inf R,0.5759790462939571,0.666885267137379,0.7344898654564297,0.6313231971126474,0.7214175127517997,0.6401251320247715,0.6617033367961641
S_circular_insula_sup L,0.4581797305256353,0.5556839091436834,0.6610968944243449,0.6045179287016169,0.6281703012522746,0.4788737714242087,0.5644204225786272
S_circular_insula_sup R,0.49781859216201596,0.410688253442719,0.5914672104608842,0.5387899290158219,0.658080729927565,0.5624944535713212,0.5432231947633879
S_collat_transv_ant L,0.6005063711590164,0.82271814820639,0.8267697666710443,0.8040254717944645,0.8130677293541154,0.8040453450846329,0.7785221387116107
S_collat_transv_ant R,0.628040992147106,0.6849421656803636,0.7394218009417747,0.6657472055006585,0.6767209735621112,0.5471508185637883,0.6570039927326338
S_collat_transv_post L,0.5897747523009595,0.7048873450860847,0.8367578023318268,0.8208606804781747,0.8864554468454389,0.8335397343606304,0.7787126269005191
S_collat_transv_post R,0.6018739051651244,0.6299545527404442,0.8242990159588202,0.6761764609021568,0.7700135407681639,0.7893848028213045,0.7152837130593356
S_front_inf L,0.6733829857472214,0.8018914893896399,0.7271312403897052,0.6874869176381598,0.49876003044952827,0.6980721879237138,0.6811208085896614
S_front_inf R,0.6515912758454865,0.7931126353816804,0.7680319221185139,0.7245722644487832,0.551278320152926,0.6427323908283796,0.6885531347959616
S_front_middle L,0.5656894770539584,0.6339894756915799,0.701860727314067,0.5647763944455457,0.5191566875580867,0.6417193562942682,0.604532019726251
S_front_middle R,0.6440450174889333,0.7363499573330852,0.7689902282662164,0.7218946201865598,0.5703045542004371,0.5530149214709649,0.6657665498243661
S_front_sup L,0.648422392966127,0.7910609683690678,0.821734689933811,0.697719602275576,0.5482104430733596,0.706895168489888,0.7023405441846382
S_front_sup R,0.5428152061364167,0.6168508666710091,0.6671844711631827,0.5872535331733229,0.4295568438678797,0.6046863864257914,0.5747245512396004
S_interm_prim-Jensen L,0.8308349283798072,0.9095482071399834,0.8988217853761171,0.8851955577561765,0.9154966553739976,0.9205983714647982,0.8934159175818134
S_interm_prim-Jensen R,0.6598842221445507,0.7938672289595305,0.8517017304201893,0.8166955347543223,0.8129686858841682,0.7115544853591463,0.7744453145869845
S_intrapariet_and_P_trans L,0.6740351911085232,0.749410751744084,0.8027629952373656,0.7663933184686607,0.8120478241142453,0.6655152013784673,0.7450275470085576
S_intrapariet_and_P_trans R,0.5838109967572618,0.6352250385690742,0.7845352685513453,0.6195159779410002,0.7383619364312446,0.582341331003382,0.6572984248755513
S_oc-temp_lat L,0.5485330282233094,0.7898869975962901,0.8775119011352004,0.7489434159819125,0.7537566187705557,0.7535294948649311,0.7453602427620333
S_oc-temp_lat R,0.5837751647275651,0.7407028364343291,0.8187759562300123,0.711132675891133,0.775766073486219,0.6979902741585317,0.7213571634879651
S_oc-temp_med_and_Lingual L,0.38692247938826574,0.6625041949854598,0.8113869404381697,0.6029322870232856,0.562438122911148,0.4050419242201573,0.5718709914944143
S_oc-temp_med_and_Lingual R,0.5009384254082064,0.6423525786264367,0.8029852273021462,0.6670969141664757,0.6851888816593472,0.6065800961845791,0.6508570205578652
S_oc_middle_and_Lunatus L,0.6267825700077232,0.6671010353127408,0.7428925142749664,0.5499118241975541,0.6839956191171043,0.7016505862250404,0.6620556915225215
S_oc_middle_and_Lunatus R,0.6853494673261801,0.6805855812184345,0.8605465124742004,0.7506774082944746,0.8446254698051711,0.8320624271779812,0.7756411443827403
S_oc_sup_and_transversal L,0.5990052679597008,0.7343613569132875,0.8507601830134399,0.7913517507435733,0.8072061944627151,0.7419855634410044,0.7541117194222867
S_oc_sup_and_transversal R,0.6194800777568299,0.7221438629059656,0.840470853810533,0.7428085790495874,0.8464883115156168,0.6747081504776301,0.7410166392526937
S_occipital_ant L,0.6875594445995994,0.7517098531098039,0.8039042168845318,0.7463656185996785,0.7614752898566979,0.805308398379675,0.7593871369049978
S_occipital_ant R,0.6872925598602482,0.8351219152306646,0.8798042269590065,0.8871365317840856,0.9146020757031774,0.810569275088624,0.8357544307709678
S_orbital-H_Shaped L,0.3604194305139352,0.48523238996432017,0.5027990957776011,0.49322006780210115,0.5104804175124055,0.5985616784731593,0.49178551334058707
S_orbital-H_Shaped R,0.5339656741741592,0.6299649049674545,0.6494516107207448,0.6179069779535677,0.6790300811305302,0.6627573270119654,0.6288460959930703
S_orbital_lateral L,0.6310155594984843,0.6849300935201144,0.5966576305658318,0.6651073051225528,0.6942663586433063,0.7525129947040152,0.6707483236757175
S_orbital_lateral R,0.740504266114919,0.8007797910958911,0.6702890900792766,0.6935994355065654,0.7905172338803961,0.8520233982553259,0.757952202488729
S_orbital_med-olfact L,0.28613995918129026,0.38478809023202387,0.5390926039489249,0.524928702081264,0.6746164597071503,0.6960182008874682,0.5175973360063536
S_orbital_med-olfact R,0.4858941886658975,0.5786359238207666,0.6407244411738449,0.5847640830640823,0.7649698810512682,0.6699390202674382,0.6208212563405496
S_parieto_occipital L,0.5220910220710443,0.5946136960055513,0.8213533792564809,0.8047357968587145,0.7985067895554661,0.6577522501972711,0.6998421556574214
S_parieto_occipital R,0.5717384209057499,0.5830420531002433,0.8085277681436244,0.7618209950854948,0.8425461125611188,0.7510339525716426,0.719784883727979
S_pericallosal L,0.4829727598622134,0.6834256396442313,0.7521226948942934,0.6880892146780395,0.7292816771757701,0.5042116824899839,0.6400172781240886
S_pericallosal R,0.484145949643367,0.6227079477219751,0.6981348295815833,0.6811230456038373,0.6899495088347825,0.486661189749522,0.6104537451891779
S_postcentral L,0.6431882392802433,0.7693058267131384,0.8271243656920285,0.7148661719806574,0.7516385378994944,0.6293304839122866,0.7225756042463081
S_postcentral R,0.6688620197000246,0.7288039075660775,0.8195091690086999,0.7443216202942714,0.7666762292941183,0.6805626734562169,0.734789269886568
S_precentral-inf-part L,0.6928504793098407,0.811391519586756,0.7851463297679303,0.6978443192250015,0.7622848559608271,0.763255635868291,0.7521288566197745
S_precentral-inf-part R,0.6096486879493985,0.7678229019427044,0.7818031482506068,0.7114537080298353,0.684863578762781,0.7595893576665594,0.7191968971003143
S_precentral-sup-part L,0.6928957771821534,0.8209265044536851,0.8058237501725923,0.8341349685409541,0.8146128616798631,0.7338046418578881,0.7836997506478559
S_precentral-sup-part R,0.6945968271367555,0.7258550515042339,0.7403810508542712,0.72681181434699,0.670655115196227,0.813591803798619,0.7286486104728495
S_suborbital L,0.4622780309953901,0.5359258504193785,0.549204689794448,0.6065806092095362,0.7963690239837702,0.7942015357679945,0.6240932900284196
S_suborbital R,0.3370143777593921,0.5246489820916067,0.486521301860939,0.57360203524695,0.7370264598248862,0.7214148417509503,0.5633713330891208
S_subparietal L,0.584995266195319,0.7198275502301763,0.8535502076305599,0.7567362062016176,0.8005784279015916,0.6437752835963625,0.7265771569592712
S_subparietal R,0.5272158237029799,0.6100927692402764,0.8577432338581568,0.746257827896561,0.7740106230115709,0.7189165277153703,0.7057061342374858
S_temporal_inf L,0.5683499013153352,0.7271179966048055,0.7752329895498004,0.6546611855321476,0.7911532062160116,0.8123696922623759,0.7214808285800793
S_temporal_inf R,0.4815999704567712,0.6765857470347492,0.853855241875382,0.7075897832660757,0.7077835196552462,0.651603516882725,0.6798362965284914
S_temporal_sup L,0.4435589713816261,0.6216672137995826,0.8467485920498694,0.6127021253045916,0.7169164933815285,0.597879739067018,0.639912189164036
S_temporal_sup R,0.42790513677654096,0.4638722024616665,0.7887053070432913,0.6118214788523948,0.6080066305435897,0.4177712714469778,0.5530136711874102
S_temporal_transverse L,0.45738917767865517,0.6839772978452829,0.8296251597924724,0.662415364814305,0.6703371521680273,0.7085846237414433,0.6687214626733643
S_temporal_transverse R,0.6074977318644776,0.7515920350621148,0.830230501995505,0.689972857977259,0.7442212013648861,0.6005720756340045,0.7040144006497079
