,values,TypeCorr,TwinType,FreqBand
450,0.9762416158275096,Autocorr,MZ,GAMMA
451,0.9856666694040142,Autocorr,DZ,GAMMA
452,0.977542082718732,Autocorr,NT,GAMMA
453,0.8910431213763366,Crosscorr,MZ,GAMMA
454,0.8762515401380114,Crosscorr,DZ,GAMMA
455,0.8511854374798327,Crosscorr,NT,GAMMA
456,0.9873115655169716,Autocorr,MZ,HIGH GAMMA
457,0.9885151662825508,Autocorr,DZ,HIGH GAMMA
458,0.9821862138259688,Autocorr,NT,HIGH GAMMA
459,0.9438231809143404,Crosscorr,MZ,HIGH GAMMA
460,0.9347688098679529,Crosscorr,DZ,HIGH GAMMA
461,0.9340401055500032,Crosscorr,NT,HIGH GAMMA
462,0.998275579791226,Autocorr,MZ,BROADBAND
463,0.9933273328360284,Autocorr,DZ,BROADBAND
464,0.9981143348323996,Autocorr,NT,BROADBAND
465,0.9871905826669064,Crosscorr,MZ,BROADBAND
466,0.9644877139638012,Crosscorr,DZ,BROADBAND
467,0.9737709842753344,Crosscorr,NT,BROADBAND
468,0.988946129117224,Autocorr,MZ,DELTA
469,0.8984431503042505,Autocorr,DZ,DELTA
470,0.9856456677452572,Autocorr,NT,DELTA
471,0.9600398577160796,Crosscorr,MZ,DELTA
472,0.873817872567354,Crosscorr,DZ,DELTA
473,0.9276359258115175,Crosscorr,NT,DELTA
474,0.9381996319652444,Autocorr,MZ,THETA
475,0.7487462851730557,Autocorr,DZ,THETA
476,0.9464921504210552,Autocorr,NT,THETA
477,0.8216942867782956,Crosscorr,MZ,THETA
478,0.5507219025224375,Crosscorr,DZ,THETA
479,-0.1345153627021007,Crosscorr,NT,THETA
480,0.9781659918564968,Autocorr,MZ,ALPHA
481,0.924988821965382,Autocorr,DZ,ALPHA
482,0.9739484951963452,Autocorr,NT,ALPHA
483,0.8932910655919541,Crosscorr,MZ,ALPHA
484,0.3723069232485424,Crosscorr,DZ,ALPHA
485,0.80812916568806,Crosscorr,NT,ALPHA
486,0.9849942994592712,Autocorr,MZ,BETA
487,0.931050837181712,Autocorr,DZ,BETA
488,0.992319148354889,Autocorr,NT,BETA
489,0.9431829077493614,Crosscorr,MZ,BETA
490,0.7690547709978497,Crosscorr,DZ,BETA
491,0.8741688424607748,Crosscorr,NT,BETA
492,0.9785927075802244,Autocorr,MZ,GAMMA
493,0.9542062754126296,Autocorr,DZ,GAMMA
494,0.9820228544996664,Autocorr,NT,GAMMA
495,0.8793306284384461,Crosscorr,MZ,GAMMA
496,0.8578317466680536,Crosscorr,DZ,GAMMA
497,0.7815017685548497,Crosscorr,NT,GAMMA
498,0.9889867685360008,Autocorr,MZ,HIGH GAMMA
499,0.9787802515714944,Autocorr,DZ,HIGH GAMMA
500,0.9889865682987756,Autocorr,NT,HIGH GAMMA
501,0.931348799660236,Crosscorr,MZ,HIGH GAMMA
